task_name,program,search_time,evaluation_time,nb_programs,cumulative_probability,probability
(EXACTLY_2 1 IS_YELLOW IS_HORIZONTAL),(OR (EVEN_1 IS_CHEESECAKE) (EXACTLY_2 1 IS_YELLOW IS_HORIZONTAL) var0),2.826965382322669,6.127460893243551,73148,0.9713252461071549,3.249049646515902e-07
(EXACTLY_2 1 IS_YELLOW IS_HORIZONTAL),(OR (EXACTLY_1 3 IS_CHEESECAKE) (EXACTLY_2 1 IS_YELLOW IS_HORIZONTAL) var0),2.989989111199975,6.495550479739904,77384,0.972629842409319,2.9180287653710275e-07
(EXACTLY_2 1 IS_YELLOW IS_HORIZONTAL),(OR (EXACTLY_1 3 IS_UPSIDE_DOWN) (EXACTLY_2 1 IS_YELLOW IS_HORIZONTAL) var0),3.5557143446058035,8.835003238171339,92112,0.9762311607339533,2.0467163829083838e-07
(EXACTLY_2 1 IS_YELLOW IS_HORIZONTAL),(OR (AT_LEAST_1 2 IS_CHEESECAKE) (EXACTLY_2 1 IS_YELLOW IS_HORIZONTAL) var0),3.5694682095199823,8.866731401532888,92475,0.9763051793238083,2.0311612275680009e-07
(EXACTLY_2 1 IS_YELLOW IS_HORIZONTAL),(OR (AT_LEAST_1 3 IS_UPRIGHT) (EXACTLY_2 1 IS_YELLOW IS_HORIZONTAL) var0),4.257895885035396,10.409565076231956,110363,0.9793403421243394,1.414696238513647e-07
(EXACTLY_2 1 IS_YELLOW IS_HORIZONTAL),(OR (EXACTLY_1 3 IS_VERTICAL) (EXACTLY_2 1 IS_YELLOW IS_HORIZONTAL) var0),4.3204607628285885,10.554087502881885,111906,0.9795553919680181,1.3732388572916686e-07
(OR (EVEN_1 IS_PYRAMID) (AT_LEAST_1 3 IS_HORIZONTAL)),(OR (EVEN_1 IS_RED) (MORE_THAN IS_HORIZONTAL IS_BLOCK) var0),0.8343546278774738,1.9566773865371943,20484,0.923915613401041,2.4051244200891563e-06
(OR (EVEN_1 IS_PYRAMID) (AT_LEAST_1 3 IS_HORIZONTAL)),(OR (EXACTLY_1 3 IS_HORIZONTAL) (EVEN_1 IS_PYRAMID) var0),0.8895653672516346,2.107228271663189,21901,0.9271765830422246,2.2008775421104955e-06
(OR (EVEN_1 IS_PYRAMID) (AT_LEAST_1 3 IS_HORIZONTAL)),(OR (EVEN_1 IS_PYRAMID) (EITHER_OR 3 3) var0),0.957656241953373,2.3172825276851654,23686,0.9308893091033813,1.9707964717516022e-06
(OR (EVEN_1 IS_PYRAMID) (AT_LEAST_1 3 IS_HORIZONTAL)),(OR (EVEN_1 IS_PYRAMID) (MORE_THAN IS_HORIZONTAL IS_BLOCK) var0),0.9765918776392937,2.371090581640601,24175,0.931839761503331,1.9189069439329812e-06
(OR (EVEN_1 IS_PYRAMID) (AT_LEAST_1 3 IS_HORIZONTAL)),(OR (EVEN_1 IS_PYRAMID) (AT_LEAST_1 3 IS_HORIZONTAL) var0),1.2094122543931007,3.0262651313096285,30163,0.9417228461085804,1.4150168131961634e-06
(OR (EVEN_1 IS_PYRAMID) (AT_LEAST_1 3 IS_HORIZONTAL)),(OR (EVEN_1 IS_PYRAMID) (EXACTLY_1 3 IS_HORIZONTAL) var0),1.2958705369383097,3.282861990854144,32398,0.944721657791745,1.273771308746353e-06
(OR (EVEN_1 IS_PYRAMID) (AT_LEAST_1 3 IS_HORIZONTAL)),(OR (EXACTLY_1 2 IS_PYRAMID) (MORE_THAN IS_HORIZONTAL IS_BLOCK) var0),1.3377863932400942,3.403597140684724,33482,0.9460710378927291,1.2152081413217269e-06
(OR (EVEN_1 IS_PYRAMID) (AT_LEAST_1 3 IS_HORIZONTAL)),(OR (AT_LEAST_1 3 IS_HORIZONTAL) (EVEN_1 IS_PYRAMID) var0),1.398411862552166,3.5769266951829195,35059,0.9479241496909592,1.1346389027179714e-06
(OR (EVEN_1 IS_PYRAMID) (AT_LEAST_1 3 IS_HORIZONTAL)),(OR (EVEN_1 IS_PYRAMID) (MORE_THAN IS_FLAT IS_UPRIGHT) var0),1.4763181116431952,3.7980424780398607,37083,0.9501251225739643,1.03916720303609e-06
(OR (EVEN_1 IS_PYRAMID) (AT_LEAST_1 3 IS_HORIZONTAL)),(OR (EVEN_1 IS_PYRAMID) (MORE_THAN IS_BLUE IS_VERTICAL) var0),1.55427529476583,4.034037495031953,39085,0.9521181861672137,9.541594451830805e-07
(EVEN_1 IS_BLOCK),(EVEN_1 IS_BLOCK var0),0.0033135507255792618,0.009246962144970894,98,0.30474905615284087,0.0017210514255983564
(EVEN_1 IS_BLOCK),(EXACTLY_1 2 IS_BLOCK var0),0.014464035630226135,0.029380951076745987,367,0.5482702674315028,0.000465966841328204
(EVEN_1 IS_BLOCK),(EXACTLY_2 2 IS_BLOCK IS_BLOCK var0),0.06623709388077259,0.09695062600076199,1371,0.7331606199463631,8.486795390125353e-05
(EVEN_1 IS_BLOCK),(EVEN_2 IS_BLOCK IS_BLOCK var0),0.07878489047288895,0.11277917958796024,1598,0.7503293312810673,6.635863606441211e-05
(EVEN_1 IS_BLOCK),(OR (EVEN_1 IS_BLOCK) (EVEN_1 IS_RED) var0),0.18416117317974567,0.33669851906597614,3806,0.8244072861452549,1.8396635620194537e-05
(EVEN_1 IS_BLOCK),(OR (EVEN_1 IS_RED) (EVEN_1 IS_BLOCK) var0),0.18420332297682762,0.3377958256751299,3807,0.8244256827808751,1.8396635620194537e-05
(EVEN_1 IS_BLOCK),(OR (EVEN_1 IS_BLOCK) (EVEN_2 IS_BLUE IS_BLOCK) var0),0.20798243023455143,0.41591651923954487,4378,0.8340261910808281,1.5370969728895027e-05
(EVEN_1 IS_BLOCK),(AND (EVEN_1 IS_BLOCK) (EXACTLY_1 2 IS_BLOCK) var0),0.22135606035590172,0.45992171950638294,4695,0.8387111612633585,1.4206609328648714e-05
(EVEN_1 IS_BLOCK),(OR (EVEN_1 IS_BLOCK) (MORE_THAN IS_PYRAMID IS_PYRAMID) var0),0.23695057816803455,0.5100963152945042,5068,0.8437489025931366,1.2782815437572152e-05
(EVEN_1 IS_BLOCK),(AND (EXACTLY_1 2 IS_BLOCK) (EXACTLY_1 2 IS_BLOCK) var0),0.2519088312983513,0.5646696034818888,5451,0.8484273362255118,1.172913384644031e-05
(OR (ODD_1 IS_RED) (MORE_THAN IS_YELLOW IS_BLOCK)),(OR (ODD_1 IS_RED) (MORE_THAN IS_YELLOW IS_BLOCK) var0),0.12933113053441048,0.14782293885946274,2654,0.7973184531581324,3.067089979221933e-05
(OR (ODD_1 IS_RED) (MORE_THAN IS_YELLOW IS_BLOCK)),(OR (MORE_THAN IS_YELLOW IS_BLOCK) (ODD_1 IS_RED) var0),3.621905231848359,9.384813779965043,92998,0.9764108157796586,2.0089588884903347e-07
(OR (ODD_1 IS_RED) (MORE_THAN IS_YELLOW IS_BLOCK)),(OR (ODD_2 IS_RED IS_GROUNDED) (MORE_THAN IS_YELLOW IS_BLOCK) var0),9.727694924920797,24.36366756260395,245948,0.9873895239202256,2.4939090913414414e-08
(OR (ODD_1 IS_RED) (MORE_THAN IS_YELLOW IS_BLOCK)),(OR (ODD_2 IS_RED IS_RED) (MORE_THAN IS_YELLOW IS_BLOCK) var0),13.469447642564774,33.63305076956749,335582,0.9890723597830857,1.4408100106636503e-08
(OR (ODD_1 IS_RED) (MORE_THAN IS_YELLOW IS_BLOCK)),(OR (MORE_THAN IS_YELLOW IS_BLOCK) (ODD_2 IS_RED IS_GROUNDED) var0),16.755236689001322,41.923426726832986,413763,0.9900304653754678,1.0511483456880636e-08
(OR (ODD_1 IS_RED) (MORE_THAN IS_YELLOW IS_BLOCK)),(OR (MORE_THAN IS_YELLOW IS_BLOCK) (ODD_2 IS_RED IS_RED) var0),25.39524133503437,61.71821249835193,620311,0.9916655299563423,6.07281582323141e-09
(OR (ODD_1 IS_RED) (MORE_THAN IS_YELLOW IS_BLOCK)),(OR (AND ODD (ODD_1 IS_RED)) (MORE_THAN IS_YELLOW IS_BLOCK) var0),61.53507461026311,146.10127604566514,1487518,0.9944755201629885,1.7588471135185107e-09
(OR (ODD_1 IS_RED) (MORE_THAN IS_YELLOW IS_BLOCK)),(OR (AND (ODD_1 IS_RED) ODD) (MORE_THAN IS_YELLOW IS_BLOCK) var0),73.25492485053837,172.21647537872195,1768232,0.9949062916565865,1.3373962749695048e-09
(OR (ODD_1 IS_RED) (MORE_THAN IS_YELLOW IS_BLOCK)),(OR (ODD_1 IS_RED) (AND (ODD_1 IS_UPRIGHT) EVEN) var0),75.35128679126501,176.90823467075825,1818235,0.9949716589565115,1.2775252608625438e-09
(OR (ODD_1 IS_RED) (MORE_THAN IS_YELLOW IS_BLOCK)),(OR (ODD_2 IS_GROUNDED IS_RED) (MORE_THAN IS_YELLOW IS_BLOCK) var0),75.68975270353258,177.67021291330457,1826285,0.9949819047458932,1.2681332930540226e-09
(MORE_THAN IS_YELLOW IS_VERTICAL),(MORE_THAN IS_YELLOW IS_BLUE var0),0.0014356877654790878,0.004315750673413277,46,0.1929836600425775,0.0027080869648163125
(MORE_THAN IS_YELLOW IS_VERTICAL),(MORE_THAN IS_YELLOW IS_VERTICAL var0),0.016634810715913773,0.03694569878280163,421,0.5715210626143944,0.0003920433373247961
(MORE_THAN IS_YELLOW IS_VERTICAL),(OR (AT_LEAST_1 2 IS_WEDGE) (MORE_THAN IS_YELLOW IS_BLUE) var0),0.21087468042969704,0.42092989943921566,4534,0.836379068218592,1.4808349286404112e-05
(MORE_THAN IS_YELLOW IS_VERTICAL),(OR (EVEN_1 IS_PYRAMID) (MORE_THAN IS_YELLOW IS_BLUE) var0),0.24521890841424465,0.5302151255309582,5352,0.8472541163819489,1.1999694222204658e-05
(MORE_THAN IS_YELLOW IS_VERTICAL),(OR (EVEN_1 IS_UPRIGHT) (MORE_THAN IS_YELLOW IS_BLUE) var0),0.24856668896973133,0.5430161412805319,5435,0.8482394579214855,1.1766936427000524e-05
(MORE_THAN IS_YELLOW IS_VERTICAL),(OR (EVEN_1 IS_YELLOW) (MORE_THAN IS_YELLOW IS_BLUE) var0),0.29256715439260006,0.674711961299181,6502,0.8594908253793131,9.46016169029905e-06
(MORE_THAN IS_YELLOW IS_VERTICAL),(OR (EXACTLY_1 2 IS_PYRAMID) (MORE_THAN IS_YELLOW IS_BLUE) var0),0.3449911568313837,0.8365639932453632,7829,0.8707223184810305,7.599177749217896e-06
(MORE_THAN IS_YELLOW IS_VERTICAL),(OR (EVEN_1 IS_UPSIDE_DOWN) (MORE_THAN IS_YELLOW IS_BLUE) var0),0.4103325176984072,1.0394278299063444,9487,0.8819924587152183,6.084300328288752e-06
(MORE_THAN IS_YELLOW IS_VERTICAL),(OR (EVEN_1 IS_WEDGE) (MORE_THAN IS_YELLOW IS_BLUE) var0),0.426181074231863,1.0921669825911522,9908,0.8845001149910179,5.829599447422698e-06
(MORE_THAN IS_YELLOW IS_VERTICAL),(OR (EXACTLY_1 3 IS_PYRAMID) (MORE_THAN IS_YELLOW IS_BLUE) var0),0.44227898120880127,1.1415564492344856,10319,0.8868381536361863,5.557638821506e-06
(ODD_2 IS_HORIZONTAL IS_WEDGE),(ODD_2 IS_HORIZONTAL IS_WEDGE var0),0.00837407074868679,0.016492092981934547,229,0.46212537603624215,0.0008512985667848309
(ODD_2 IS_HORIZONTAL IS_WEDGE),(EXACTLY_2 1 IS_HORIZONTAL IS_WEDGE var0),0.020836258307099342,0.03389848582446575,508,0.6009627724559314,0.0002946736838852533
(ODD_2 IS_HORIZONTAL IS_WEDGE),(ODD_2 IS_WEDGE IS_HORIZONTAL var0),0.14766431227326393,1.121468348428607,3036,0.8079325466616646,2.495452719930282e-05
(ODD_2 IS_HORIZONTAL IS_WEDGE),(EXACTLY_2 1 IS_WEDGE IS_HORIZONTAL var0),0.4280341062694788,1.9059509821236134,9973,0.8848773761637374,5.781956693500486e-06
(ODD_2 IS_HORIZONTAL IS_WEDGE),(OR (ODD_1 IS_CHEESECAKE) (EXACTLY_2 1 IS_FLAT IS_WEDGE) var0),1.8051941748708487,6.105060938745737,45744,0.9577323778844802,7.443353374619738e-07
(ODD_2 IS_HORIZONTAL IS_WEDGE),(OR (ODD_1 IS_CHEESECAKE) (AT_LEAST_2 1 IS_WEDGE IS_FLAT) var0),1.8985089771449566,6.397601908072829,48188,0.9594712912502558,6.798812883927206e-07
(ODD_2 IS_HORIZONTAL IS_WEDGE),(OR (ODD_1 IS_CHEESECAKE) (ODD_2 IS_WEDGE IS_HORIZONTAL) var0),2.938910983502865,9.655625581741333,75399,0.9720357462023484,3.0657577892580296e-07
(ODD_2 IS_HORIZONTAL IS_WEDGE),(OR (ODD_1 IS_CHEESECAKE) (AT_LEAST_2 1 IS_FLAT IS_WEDGE) var0),3.091588305309415,10.127282179892063,79310,0.9731783228914537,2.7758637024040087e-07
(ODD_2 IS_HORIZONTAL IS_WEDGE),(OR (ODD_1 IS_CHEESECAKE) (EXACTLY_2 1 IS_HORIZONTAL IS_WEDGE) var0),3.2361639458686113,10.577311873435974,83089,0.9741790245737854,2.5271017509346674e-07
(ODD_2 IS_HORIZONTAL IS_WEDGE),(OR (ODD_1 IS_CHEESECAKE) (ODD_2 IS_HORIZONTAL IS_WEDGE) var0),3.348467595875263,10.921903109177947,85936,0.9748740740679545,2.3584185702131425e-07
(ODD_2 IS_FLAT IS_GROUNDED),(ODD_2 IS_FLAT IS_GROUNDED var0),0.03249490447342396,0.04392087645828724,738,0.6541353550375689,0.0001852033419949723
(ODD_2 IS_FLAT IS_GROUNDED),(ODD_2 IS_GROUNDED IS_FLAT var0),0.30714089423418045,0.5485441107302904,6885,0.8630008429913636,8.874270138104755e-06
(ODD_2 IS_FLAT IS_GROUNDED),(OR (EXACTLY_1 3 IS_PYRAMID) (EXACTLY_2 1 IS_FLAT IS_HORIZONTAL) var0),1.0646526627242565,3.564061313867569,26702,0.9363838964110561,1.681957173367526e-06
(ODD_2 IS_FLAT IS_GROUNDED),(OR (EXACTLY_1 1 IS_FLAT) (EXACTLY_2 2 IS_FLAT IS_PYRAMID) var0),1.3741978779435158,4.489076059311628,34747,0.9475676905324698,1.150773598199028e-06
(ODD_2 IS_FLAT IS_GROUNDED),(OR (EXACTLY_1 3 IS_PYRAMID) (EXACTLY_1 1 IS_FLAT) var0),2.1626692209392786,6.804596193134785,55227,0.9637536252552046,5.449501102441982e-07
(ODD_2 IS_FLAT IS_GROUNDED),(OR (EXACTLY_1 1 IS_FLAT) (EXACTLY_1 3 IS_PYRAMID) var0),2.162745414301753,6.805722575634718,55229,0.9637547151554251,5.449501102441981e-07
(ODD_2 IS_FLAT IS_GROUNDED),(OR (EXACTLY_1 1 IS_FLAT) (EXACTLY_2 2 IS_HORIZONTAL IS_PYRAMID) var0),2.5922043677419424,8.10633327998221,66480,0.968944004788799,3.907005120641233e-07
(ODD_2 IS_FLAT IS_GROUNDED),(OR (EXACTLY_1 1 IS_FLAT) (EVEN_2 IS_FLAT IS_PYRAMID) var0),2.708762003108859,8.464849453419447,69509,0.9700804326731461,3.6024110794616115e-07
(ODD_2 IS_FLAT IS_GROUNDED),(OR (AT_LEAST_1 3 IS_PYRAMID) (EXACTLY_2 1 IS_FLAT IS_HORIZONTAL) var0),3.488127287477255,10.854383567348123,89716,0.9757272765429461,2.1615951120486378e-07
(ODD_2 IS_FLAT IS_GROUNDED),(OR (EXACTLY_1 1 IS_FLAT) (AT_LEAST_1 3 IS_PYRAMID) var0),4.157452689483762,12.79248153604567,106924,0.9788378448558859,1.5091225472351555e-07
(EITHER_OR 2 1),(EITHER_OR 1 2 var0),8.408166468143463e-05,0.0006148871034383774,4,0.04922354076767357,0.00515921171449311
(EITHER_OR 2 1),(EITHER_OR 2 1 var0),0.00011400878429412842,0.0010474566370248795,5,0.05393451272161913,0.0047109719539455645
(EITHER_OR 2 1),(OR (EVEN_1 IS_YELLOW) (EITHER_OR 1 2) var0),1.1474144831299782,3.0918524023145437,28752,0.9396570622853889,1.5151984595309725e-06
(EITHER_OR 2 1),(OR (EVEN_1 IS_YELLOW) (EITHER_OR 2 1) var0),1.5347860306501389,3.9172597397118807,38852,0.9518947945535604,9.632550279668152e-07
(EITHER_OR 2 1),(OR (AT_LEAST_1 3 IS_WEDGE) (EITHER_OR 1 2) var0),1.7296582702547312,4.322813577950001,43922,0.9563307939250947,7.942981682206178e-07
(EITHER_OR 2 1),(OR (AT_LEAST_1 2 IS_YELLOW) (EITHER_OR 1 2) var0),1.9623424764722586,4.79818213544786,50004,0.9606678426111828,6.391098074029306e-07
(EITHER_OR 2 1),(OR (EXACTLY_1 2 IS_CHEESECAKE) (EITHER_OR 1 2) var0),2.005881005898118,4.887758141383529,51137,0.961379203173258,6.168396133080378e-07
(EITHER_OR 2 1),(OR (AT_LEAST_1 3 IS_WEDGE) (EITHER_OR 2 1) var0),2.2542689330875874,5.402758315205574,57595,0.9649951908109586,5.049580795377659e-07
(EITHER_OR 2 1),(OR (EVEN_1 IS_CHEESECAKE) (EITHER_OR 1 2) var0),2.2605695612728596,5.417207149788737,57760,0.9650782923482626,5.02299147591016e-07
(EITHER_OR 2 1),(OR (EXACTLY_1 3 IS_CHEESECAKE) (EITHER_OR 1 2) var0),2.3981011044234037,5.70848822966218,61402,0.9668132365747215,4.511237056772773e-07
(ODD_INTERACTION (TOUCHING IS_YELLOW IS_WEDGE)),(ODD_INTERACTION (TOUCHING IS_WEDGE IS_YELLOW) var0),0.024928851053118706,0.03499764762818813,596,0.6242979269559091,0.00023973958787101168
(ODD_INTERACTION (TOUCHING IS_YELLOW IS_WEDGE)),(EXACTLY_INTERACTION 1 (TOUCHING IS_WEDGE IS_YELLOW) var0),0.03806038200855255,0.04778250493109226,850,0.6730819942068033,0.00015663204016872138
(ODD_INTERACTION (TOUCHING IS_YELLOW IS_WEDGE)),(AT_LEAST_INTERACTION 1 (TOUCHING IS_WEDGE IS_YELLOW) var0),0.03981948643922806,0.050444258376955986,887,0.6786837595763517,0.0001483312785980035
(ODD_INTERACTION (TOUCHING IS_YELLOW IS_WEDGE)),(ODD_INTERACTION (TOUCHING IS_YELLOW IS_WEDGE) var0),0.06995340250432491,0.08000715635716915,1487,0.7424681434929699,7.564369319080254e-05
(ODD_INTERACTION (TOUCHING IS_YELLOW IS_WEDGE)),(EXACTLY_INTERACTION 1 (TOUCHING IS_YELLOW IS_WEDGE) var0),0.09298558905720711,0.10841391049325466,1928,0.7690876942024,4.942123282845961e-05
(ODD_INTERACTION (TOUCHING IS_YELLOW IS_WEDGE)),(AT_LEAST_INTERACTION 1 (TOUCHING IS_YELLOW IS_WEDGE) var0),0.09751337952911854,0.1152765303850174,2016,0.773303880104329,4.680213989065402e-05
(ODD_INTERACTION (TOUCHING IS_YELLOW IS_WEDGE)),(OR (EVEN_1 IS_PYRAMID) (ODD_INTERACTION (TOUCHING IS_YELLOW IS_WEDGE)) var0),9.984163464978337,29.60750598087907,251350,0.9875214197359633,2.3906463514078802e-08
(ODD_INTERACTION (TOUCHING IS_YELLOW IS_WEDGE)),(OR (EXACTLY_1 2 IS_PYRAMID) (ODD_INTERACTION (TOUCHING IS_YELLOW IS_WEDGE)) var0),13.068298049271107,38.759899631142616,325397,0.9889219540548889,1.5139519497999175e-08
(ODD_INTERACTION (TOUCHING IS_YELLOW IS_WEDGE)),(OR (EVEN_1 IS_PYRAMID) (ODD_INTERACTION (TOUCHING IS_WEDGE IS_YELLOW)) var0),13.32350699417293,39.423759860917926,331511,0.9890131354512842,1.4690165289895715e-08
(ODD_INTERACTION (TOUCHING IS_YELLOW IS_WEDGE)),(OR (EVEN_1 IS_PYRAMID) (EXACTLY_INTERACTION 1 (TOUCHING IS_YELLOW IS_WEDGE)) var0),15.13097445294261,44.08209812641144,374479,0.9895868914288882,1.2153369139209398e-08
(EVEN_2 IS_BLUE IS_UPRIGHT),(EVEN_2 IS_BLUE IS_UPRIGHT var0),0.014741897583007812,0.03355559520423412,377,0.5528258875006448,0.0004511293920508482
(EVEN_2 IS_BLUE IS_UPRIGHT),(EXACTLY_2 2 IS_BLUE IS_UPRIGHT var0),0.04432801902294159,0.06554116122424603,968,0.6900873114658552,0.00013510729880100803
(EVEN_2 IS_BLUE IS_UPRIGHT),(AT_LEAST_2 2 IS_BLUE IS_UPRIGHT var0),0.08365536853671074,0.10811343789100647,1739,0.7590210034658372,5.702521646334002e-05
(EVEN_2 IS_BLUE IS_UPRIGHT),(EVEN_2 IS_UPRIGHT IS_BLUE var0),0.236956050619483,0.5448239184916019,5196,0.845357973089725,1.235873804815533e-05
(EVEN_2 IS_BLUE IS_UPRIGHT),(AT_LEAST_2 2 IS_VERTICAL IS_BLUE var0),0.23972772434353828,0.5553350802510977,5270,0.8462643059886522,1.21432133162741e-05
(EVEN_2 IS_BLUE IS_UPRIGHT),(EXACTLY_2 2 IS_UPRIGHT IS_BLUE var0),0.30750140734016895,0.8090285174548626,6900,0.8631337807465856,8.852086048566683e-06
(EVEN_2 IS_BLUE IS_UPRIGHT),(AT_LEAST_2 2 IS_BLUE IS_VERTICAL var0),0.3223474845290184,0.8647221717983484,7276,0.8663454619818434,8.25329477668376e-06
(EVEN_2 IS_BLUE IS_UPRIGHT),(OR (EXACTLY_1 3 IS_PYRAMID) (EVEN_2 IS_BLUE IS_UPRIGHT) var0),0.6372294556349516,2.1406898982822895,15474,0.909480912646965,3.4718518136286905e-06
(EVEN_2 IS_BLUE IS_UPRIGHT),(OR (AT_LEAST_1 3 IS_WEDGE) (EVEN_2 IS_BLUE IS_UPRIGHT) var0),0.6912959385663271,2.3502476047724485,16867,0.9140430268562036,3.0980132284887e-06
(EVEN_2 IS_BLUE IS_UPRIGHT),(OR (AT_LEAST_1 3 IS_RED) (EVEN_2 IS_BLUE IS_UPRIGHT) var0),0.6936229690909386,2.3609326854348183,16928,0.9142315969314053,3.085521683445058e-06
(OR (AT_LEAST_1 1 IS_PYRAMID) (ODD_1 IS_BLOCK)),(OR (ODD_1 IS_BLOCK) (MORE_THAN IS_PYRAMID IS_BLOCK) var0),0.08187662996351719,0.08732686191797256,1708,0.7572237670438488,5.894561536868286e-05
(OR (AT_LEAST_1 1 IS_PYRAMID) (ODD_1 IS_BLOCK)),(OR (ODD_1 IS_BLOCK) (MORE_THAN IS_PYRAMID IS_YELLOW) var0),0.1887405924499035,0.2569115608930588,4016,0.8281498861832168,1.7216902617317154e-05
(OR (AT_LEAST_1 1 IS_PYRAMID) (ODD_1 IS_BLOCK)),(OR (ODD_1 IS_BLOCK) (MORE_THAN IS_PYRAMID IS_UPSIDE_DOWN) var0),0.3040088303387165,0.5005572196096182,6836,0.8625637562065077,8.955672671120707e-06
(OR (AT_LEAST_1 1 IS_PYRAMID) (ODD_1 IS_BLOCK)),(OR (AT_LEAST_1 1 IS_PYRAMID) (ODD_1 IS_BLOCK) var0),0.5209878068417311,0.9860117025673389,12448,0.897472589586848,4.520377472428045e-06
(OR (AT_LEAST_1 1 IS_PYRAMID) (ODD_1 IS_BLOCK)),(OR (ODD_1 IS_BLOCK) (AT_LEAST_1 1 IS_PYRAMID) var0),0.6742266807705164,1.3457769509404898,16422,0.9126402125844509,3.2050072165369e-06
(OR (AT_LEAST_1 1 IS_PYRAMID) (ODD_1 IS_BLOCK)),(OR (ODD_1 IS_BLOCK) (AT_LEAST_2 1 IS_PYRAMID IS_PYRAMID) var0),1.0205583050847054,2.1575501654297113,25450,0.9342068503079407,1.7974590498485942e-06
(OR (AT_LEAST_1 1 IS_PYRAMID) (ODD_1 IS_BLOCK)),(OR (ODD_1 IS_BLOCK) (AT_LEAST_2 1 IS_GROUNDED IS_PYRAMID) var0),1.4054731279611588,4.05673499032855,35538,0.948462278476024,1.1118557772985394e-06
(OR (AT_LEAST_1 1 IS_PYRAMID) (ODD_1 IS_BLOCK)),(OR (EXACTLY_1 1 IS_BLOCK) (AT_LEAST_1 1 IS_PYRAMID) var0),2.344683760777116,6.325352059677243,60045,0.9661879332377545,4.700444190130746e-07
(OR (AT_LEAST_1 1 IS_PYRAMID) (ODD_1 IS_BLOCK)),(OR (MORE_THAN IS_PYRAMID IS_BLOCK) (ODD_1 IS_BLOCK) var0),2.6066652312874794,6.964717714115977,66913,0.969112190262072,3.8609665427060223e-07
(OR (AT_LEAST_1 1 IS_PYRAMID) (ODD_1 IS_BLOCK)),(OR (EXACTLY_1 1 IS_BLOCK) (AT_LEAST_2 1 IS_PYRAMID IS_PYRAMID) var0),3.162897802889347,8.35971063748002,81376,0.9737371223527849,2.6361425660027e-07
(EXACTLY_2 3 IS_UPRIGHT IS_WEDGE),(MORE_THAN IS_WEDGE IS_BLUE var0),0.002527862787246704,0.006984759122133255,76,0.2638946398443624,0.002023113141790537
(EXACTLY_2 3 IS_UPRIGHT IS_WEDGE),(AT_LEAST_2 3 IS_VERTICAL IS_WEDGE var0),0.023035040125250816,0.05439119040966034,551,0.6129795438780204,0.0002639067861768633
(EXACTLY_2 3 IS_UPRIGHT IS_WEDGE),(AT_LEAST_2 3 IS_VERTICAL IS_GROUNDED var0),0.03058871440589428,0.06398688070476055,699,0.6466658195838132,0.00019870069521807585
(EXACTLY_2 3 IS_UPRIGHT IS_WEDGE),(EXACTLY_2 3 IS_UPRIGHT IS_WEDGE var0),0.037912046536803246,0.07401020266115665,840,0.6715031261352725,0.00015981746320631828
(EXACTLY_2 3 IS_UPRIGHT IS_WEDGE),(AT_LEAST_2 3 IS_GROUNDED IS_WEDGE var0),0.15931515209376812,0.3635324612259865,3323,0.8146655559094744,2.2182647457278094e-05
(EXACTLY_2 3 IS_UPRIGHT IS_WEDGE),(AT_LEAST_2 3 IS_UPRIGHT IS_WEDGE var0),0.16690543852746487,0.39484961703419685,3495,0.8183500922488596,2.068338985282893e-05
(EXACTLY_2 3 IS_UPRIGHT IS_WEDGE),(AT_LEAST_2 2 IS_GROUNDED IS_WEDGE var0),0.18206818588078022,0.4573126435279846,3831,0.8248655263349234,1.8255175481492473e-05
(EXACTLY_2 3 IS_UPRIGHT IS_WEDGE),(EXACTLY_2 3 IS_VERTICAL IS_WEDGE var0),0.18696468509733677,0.4788915906101465,3948,0.8269640856878598,1.7648608313842364e-05
(EXACTLY_2 3 IS_UPRIGHT IS_WEDGE),(AT_LEAST_2 3 IS_UPRIGHT IS_GROUNDED var0),0.20274655893445015,0.5483924448490143,4327,0.8332376215978275,1.5572937713201974e-05
(EXACTLY_2 3 IS_UPRIGHT IS_WEDGE),(AT_LEAST_2 3 IS_WEDGE IS_GROUNDED var0),0.24598759599030018,0.7715952713042498,5397,0.8477908634176283,1.185371154817255e-05
(AND (EVEN_1 IS_PYRAMID) (EVEN_2 IS_YELLOW IS_WEDGE)),(EXACTLY_2 2 IS_YELLOW IS_WEDGE var0),0.0047757588326931,0.01531199924647808,139,0.3674636145680352,0.0013244399948007925
(AND (EVEN_1 IS_PYRAMID) (EVEN_2 IS_YELLOW IS_WEDGE)),(EVEN_2 IS_YELLOW IS_WEDGE var0),0.006906487047672272,0.022672491148114204,193,0.42956658998606667,0.0009796566140039568
(AND (EVEN_1 IS_PYRAMID) (EVEN_2 IS_YELLOW IS_WEDGE)),(AT_LEAST_2 2 IS_YELLOW IS_WEDGE var0),0.010710174217820168,0.03156811185181141,286,0.5047257501088244,0.0006446673574502095
(AND (EVEN_1 IS_PYRAMID) (EVEN_2 IS_YELLOW IS_WEDGE)),(AND (EVEN_1 IS_PYRAMID) (AT_LEAST_1 2 IS_WEDGE) var0),0.13441146723926067,0.2686610519886017,2771,0.8007973757791557,2.8835804481979335e-05
